,job_title,company_name,rating,industry,city,state,min_revenue,max_revenue,min_salary_estimate,max_salary_estimate,avg_salary_estimate,avg_revenue
2055,Senior Data Analyst - Health Care Innovation,"Impaq International, Llc",3.4,Consulting,Oakland, CA,50,100,47000,74000,60500,75.0
2056,Technical Business Analyst with SQL Data Specialist,"Central Business Solutions, Inc",3.0,Consulting,Walnut Creek, CA,5,10,47000,74000,60500,7.5
2057,Lead Data Engineer (Capital Markets Business Analyst 2),Wells Fargo,3.6,Banks & Credit Unions,San Francisco, CA,10000,10000,47000,74000,60500,10000.0
2058,Data and Policy Analyst - Writer/Coordinator,Acumen,3.2,Federal Agencies,Burlingame, CA,10,25,47000,74000,60500,17.5
2062,Senior SAS Data Analyst,The Ascent Services Group,4.6,Staffing & Outsourcing,San Ramon, CA,100,500,47000,74000,60500,300.0
2066,"Sr. Analyst, Financial Data and Reporting",Central Garden & Pet Company,3.6,Consumer Products Manufacturing,Walnut Creek, CA,2000,5000,47000,74000,60500,3500.0
2068,Business Analyst II (Scientific Business Analyst PreClinical Data),Ascent,4.6,Staffing & Outsourcing,South San Francisco, CA,100,500,47000,74000,60500,300.0
2069,Sr. Process Analyst - Data Privacy Project,The Ascent Services Group,4.6,Staffing & Outsourcing,San Rafael, CA,100,500,47000,74000,60500,300.0
2070,Data Analyst-IT II,APN Software Services Inc.,4.1,Computer Hardware & Software,Redwood City, CA,25,50,47000,74000,60500,37.5
2072,Sr. Data Analysts (Banking Domain),Concept Software & Services Inc,5.0,Consulting,San Francisco, CA,1,5,47000,74000,60500,3.0
2073,Data Analyst,Allied Solutions,3.2,Insurance Agencies & Brokerages,Carmel, IN,100,500,34000,61000,47500,300.0
2074,Healthcare Data Analyst,Navient,3.3,Financial Transaction Processing,Indianapolis, IN,2000,5000,34000,61000,47500,3500.0
2075,Data Analyst,Briljent,3.5,Consulting,Indianapolis, IN,10,25,34000,61000,47500,17.5
2076,"Data Analyst, Predictive Analytics",Upper Hand,4.2,Enterprise Software & Network Solutions,Indianapolis, IN,1,5,34000,61000,47500,3.0
2077,Healthcare Data Analyst,Vespa Group LLC,2.8,Casual Restaurants,Indianapolis, IN,1,1,34000,61000,47500,1.0
2079,Data Analyst,BCforward,2.8,IT Services,Indianapolis, IN,1,1,34000,61000,47500,1.0
2080,Junior Data Analyst,"Staffigo Technical Services, LLC",5.0,IT Services,Indianapolis, IN,50,100,34000,61000,47500,75.0
2081,COVID-19 Data Analyst,"Alpha Rae Personnel, Inc.",3.6,Staffing & Outsourcing,Indianapolis, IN,25,50,34000,61000,47500,37.5
2082,Business Data Analyst,The Fountain Group,3.6,Staffing & Outsourcing,Indianapolis, IN,50,100,34000,61000,47500,75.0
2084,IT Data Analyst (Power BI),Swoon,4.6,Staffing & Outsourcing,Indianapolis, IN,50,100,34000,61000,47500,75.0
2085,Data Analyst,"Staffigo Technical Services, LLC",5.0,IT Services,Indianapolis, IN,50,100,34000,61000,47500,75.0
2086,Local Data Analyst - Clinical,Keywords Studios,3.1,IT Services,Indianapolis, IN,50,100,34000,61000,47500,75.0
2087,Quality Data Analyst,Kuehne + Nagel,3.5,Logistics & Supply Chain,Whitestown, IN,10000,10000,34000,61000,47500,10000.0
2088,Senior Data Analyst,CYNET SYSTEMS,4.0,IT Services,Indianapolis, IN,50,100,34000,61000,47500,75.0
2089,Ending The HIV Epidemic Data Analyst,Health & Hospital Corporation,3.4,Health Care Services & Hospitals,Indianapolis, IN,100,500,34000,61000,47500,300.0
2090,Senior Data Analyst,Heartland Payment Systems,2.9,Financial Transaction Processing,Jeffersonville, IN,2000,5000,34000,61000,47500,3500.0
2091,Data Analyst Junior,"Staffigo Technical Services, LLC",5.0,IT Services,Indianapolis, IN,50,100,34000,61000,47500,75.0
2092,Sr. Healthcare Data Analyst,Franciscan Health,3.5,Health Care Services & Hospitals,Beech Grove, IN,2000,5000,34000,61000,47500,3500.0
2093,Sr Data Analyst II,Vespa Group LLC,2.8,Casual Restaurants,Indianapolis, IN,1,1,34000,61000,47500,1.0
2095,Sr. IT Data Analyst,CNO Financial Group,2.7,Insurance Carriers,Carmel, IN,2000,5000,34000,61000,47500,3500.0
2096,Technical Data Analyst,Lionbridge,3.3,IT Services,Redmond, WA,500,1000,35000,67000,51000,750.0
2099,Data Analyst,Microsoft Corporation,4.3,Computer Hardware & Software,Redmond, WA,10000,10000,35000,67000,51000,10000.0
2100,Data Analyst,Akraya Inc.,4.6,Staffing & Outsourcing,Seattle, WA,25,50,35000,67000,51000,37.5
2101,IT Data Analyst,Washington Federal,3.6,Banks & Credit Unions,Seattle, WA,500,1000,35000,67000,51000,750.0
2102,Data Analyst I,SureCritic,3.0,Research & Development,Seattle, WA,1,1,35000,67000,51000,1.0
2103,Business Data Analyst - Marketing,Costco Wholesale Corporation,4.0,General Merchandise & Superstores,Issaquah, WA,10000,10000,35000,67000,51000,10000.0
2104,Business/Data Analyst,TechDigital Corporation,3.5,Computer Hardware & Software,Seattle, WA,10,25,35000,67000,51000,17.5
2105,Demand Response (DR) and Customer Success (CSM) BI and Data Analyst,Microsoft Corporation,4.3,Computer Hardware & Software,Redmond, WA,10000,10000,35000,67000,51000,10000.0
2107,Data Development Analyst~,Costco Wholesale Corporation,4.0,General Merchandise & Superstores,Issaquah, WA,10000,10000,35000,67000,51000,10000.0
2108,Data Analyst,"LendingTree, LLC.",3.7,Lending,Seattle, WA,500,1000,35000,67000,51000,750.0
2109,Data Analyst II,Blue Origin,2.9,Aerospace & Defense,Kent, WA,10,25,35000,67000,51000,17.5
2110,Junior Data Analyst,"Staffigo Technical Services, LLC",5.0,IT Services,Seattle, WA,50,100,35000,67000,51000,75.0
2111,Junior Data Analyst,"Resource Logistics, Inc.",4.7,Logistics & Supply Chain,Redmond, WA,10,25,35000,67000,51000,17.5
2112,Data Analyst,"Staffigo Technical Services, LLC",5.0,IT Services,Seattle, WA,50,100,35000,67000,51000,75.0
2114,Data Analyst - Revenue Assurance,Subex,3.2,Enterprise Software & Network Solutions,Bellevue, WA,25,50,35000,67000,51000,37.5
2115,Data Standards Analyst,Fred Hutch,3.9,Social Assistance,Seattle, WA,100,500,35000,67000,51000,300.0
2116,DATA ANALYST,Synaptein Solutions Inc.,3.8,Accounting,Seattle, WA,1,1,35000,67000,51000,1.0
2117,Data Analyst,Wipro Ltd.,2.9,IT Services,Redmond, WA,5000,10000,35000,67000,51000,7500.0
2118,Business Data Analyst,Intelliswift Software Inc,3.0,Staffing & Outsourcing,Seattle, WA,50,100,35000,67000,51000,75.0
2121,Senior Data Analyst,"LendingTree, LLC.",3.7,Lending,Seattle, WA,500,1000,35000,67000,51000,750.0
2122,Security Data Analyst -CTJ,Microsoft Corporation,4.3,Computer Hardware & Software,Redmond, WA,10000,10000,55000,101000,78000,10000.0
2123,Engines Configuration and Data Management Analyst,Protingent,4.4,Staffing & Outsourcing,Kent, WA,25,50,55000,101000,78000,37.5
2124,"Data Standards Analyst in Seattle, Washington | Careers at Fred Hutchinson Cancer Research Center",Fred Hutch,3.9,Social Assistance,Seattle, WA,100,500,55000,101000,78000,300.0
2125,Data Analyst,eTeam Inc.,3.7,Staffing & Outsourcing,Kirkland, WA,50,100,55000,101000,78000,75.0
2126,Bilingual Senior Data Analyst (Japanese / English),Nintendo,4.0,Video Games,Redmond, WA,10000,10000,55000,101000,78000,10000.0
2128,Data Analyst/Developer,eTeam Inc.,3.7,Staffing & Outsourcing,Redmond, WA,50,100,55000,101000,78000,75.0
2129,Information Security Analyst - Data Loss Prevention,Costco Wholesale Corporation,4.0,General Merchandise & Superstores,Issaquah, WA,10000,10000,55000,101000,78000,10000.0
2130,Data Analyst/PM (German),Zen3 Infosolutions America Inc,3.6,Computer Hardware & Software,Redmond, WA,100,500,55000,101000,78000,300.0
2132,Senior Data Analyst and Applied Scientist,Microsoft Corporation,4.3,Computer Hardware & Software,Redmond, WA,10000,10000,55000,101000,78000,10000.0
2133,Senior Data Analyst : 20,Akraya Inc.,4.6,Staffing & Outsourcing,Seattle, WA,25,50,55000,101000,78000,37.5
2134,Security Data Analyst -CTJ with Security Clearance,Microsoft Corporation,4.3,Computer Hardware & Software,Redmond, WA,10000,10000,55000,101000,78000,10000.0
2135,Data Analyst Junior,"Staffigo Technical Services, LLC",5.0,IT Services,Seattle, WA,50,100,55000,101000,78000,75.0
2136,Sr. Data Analyst,Serverlogic,3.5,IT Services,Seattle, WA,10,25,55000,101000,78000,17.5
2137,Configuration/Data Management Analyst,NuWest Group,4.2,Staffing & Outsourcing,Kent, WA,25,50,55000,101000,78000,37.5
2139,Big Data Quality Analyst/Hadoop Testing analyst/ Hadoop Tester,Resource Informatics Group,4.6,IT Services,Seattle, WA,5,10,55000,101000,78000,7.5
2141,Sr MDM Data Analyst (NOT A DEVELOPER),W3Global,4.5,Staffing & Outsourcing,Seattle, WA,10,25,55000,101000,78000,17.5
2143,BI/Data Analyst- Configuration Lead,Xoriant Corporation,3.6,IT Services,Kirkland, WA,100,500,55000,101000,78000,300.0
2145,Sr. Research Data Analyst,Johns Hopkins University,4.1,Colleges & Universities,Seattle, WA,2000,5000,55000,101000,78000,3500.0
2146,Configuration and Data Management Analyst,Protingent Staffing,4.4,Staffing & Outsourcing,Renton, WA,25,50,55000,101000,78000,37.5
2150,Student Data Analyst,University of Georgia,4.2,Colleges & Universities,Athens, GA,2000,5000,32000,56000,44000,3500.0
2151,Junior Data Analyst,"Staffigo Technical Services, LLC",5.0,IT Services,Athens, GA,50,100,32000,56000,44000,75.0
2152,Data Analyst,"Staffigo Technical Services, LLC",5.0,IT Services,Athens, GA,50,100,32000,56000,44000,75.0
2153,Data Analyst Junior,"Staffigo Technical Services, LLC",5.0,IT Services,Athens, GA,50,100,32000,56000,44000,75.0
2154,Data Quality Analyst,Focal Systems,3.8,Computer Hardware & Software,Burlingame, KS,1,5,36000,67000,51500,3.0
2155,SAP DATA ANALYST,"Advent Global Solutions, Inc.",3.4,IT Services,Topeka, KS,100,500,36000,67000,51500,300.0
2157,"Data Analyst - Denver, CO",CoreSite,3.8,IT Services,Denver, CO,100,500,57000,67000,62000,300.0
2158,Inside Sales Data Analyst,Autodesk,4.0,Computer Hardware & Software,Denver, CO,2000,5000,57000,67000,62000,3500.0
2160,"Senior Data Analyst, Sales Compensation",Twilio,4.0,Internet,Denver, CO,1000,2000,57000,67000,62000,1500.0
2161,Data Analyst,BridgeView IT,3.8,IT Services,Denver, CO,10,25,57000,67000,62000,17.5
2162,Data Analyst,Integrated Resources,3.1,Staffing & Outsourcing,Denver, CO,25,50,57000,67000,62000,37.5
2163,Data Analyst,"Paramount Software Solutions, Inc",4.3,IT Services,Denver, CO,10,25,57000,67000,62000,17.5
2164,Data Analyst,Wipro Ltd.,2.9,IT Services,Denver, CO,5000,10000,57000,67000,62000,7500.0
2165,Data Analyst,GDKN,3.2,Staffing & Outsourcing,Centennial, CO,5,10,57000,67000,62000,7.5
2166,Data Analyst,Mondo,3.8,Staffing & Outsourcing,Boulder, CO,100,500,57000,67000,62000,300.0
2168,Data Support Analyst,Collabera,4.1,IT Services,Greenwood Village, Arapahoe,500,1000,57000,67000,62000,750.0
2169,Marketing Data Analyst,Gloo,3.9,Enterprise Software & Network Solutions,Boulder, CO,1,5,57000,67000,62000,3.0
2170,Data Analyst,Advent Global Solutions,3.4,IT Services,Denver, CO,100,500,57000,67000,62000,300.0
2172,Data Analyst,PROLIM Global Corporation,3.3,Enterprise Software & Network Solutions,Denver, CO,25,50,57000,67000,62000,37.5
2173,Junior Data Analyst,"Staffigo Technical Services, LLC",5.0,IT Services,Denver, CO,50,100,57000,67000,62000,75.0
2174,Vendor Master Data Associate Analyst,Xcel Energy,3.5,Utilities,Henderson, CO,10000,10000,57000,67000,62000,10000.0
2175,Systems & Data Analyst,Boeing,3.7,Aerospace & Defense,Englewood, CO,10000,10000,57000,67000,62000,10000.0
2176,Data Analyst...........................!,Infotree Service Inc,3.7,Advertising & Marketing,Denver, CO,1,5,57000,67000,62000,3.0
2177,HealthCare Data Analyst - SQL and Python,CitiusTech,3.6,IT Services,Denver, CO,100,500,57000,67000,62000,300.0
2178,BI/Data Analyst,Apex Systems,3.8,Staffing & Outsourcing,Greenwood Village, Arapahoe,2000,5000,57000,67000,62000,3500.0
2179,Data Analyst,"Staffigo Technical Services, LLC",5.0,IT Services,Denver, CO,50,100,57000,67000,62000,75.0
2180,Business Data Analyst,MIRACORP,4.8,Consulting,Lakewood, CO,5,10,57000,67000,62000,7.5
2181,Data Analyst,"Edison Software, Inc.",5.0,Computer Hardware & Software,Denver, CO,1,5,57000,67000,62000,3.0
2184,Data Analyst,TA Digital,3.7,Computer Hardware & Software,Centennial, CO,25,50,49000,91000,70000,37.5
2186,Data Analyst/Data engineer/Data Management,Collabera,4.1,IT Services,Greenwood Village, Arapahoe,500,1000,49000,91000,70000,750.0
2187,Data Experience Analyst,Charles Schwab Corporation,3.6,Investment Banking & Asset Management,Lone Tree, CO,5000,10000,49000,91000,70000,7500.0
2188,Data Analyst,"Quicksilver Scientific, Inc",3.1,Health Care Products Manufacturing,Louisville, CO,25,50,49000,91000,70000,37.5
2189,Procurement Data Analyst,Lockheed Martin,3.8,Aerospace & Defense,Englewood, CO,10000,10000,49000,91000,70000,10000.0
2190,Mutual Fund Data Analyst (JR1013810) - Contract,Broadridge,3.5,Financial Transaction Processing,Denver, CO,5000,10000,49000,91000,70000,7500.0
2191,Data Science Analyst,xentity corporation,5.0,IT Services,Denver, CO,5,10,49000,91000,70000,7.5
2193,Data Analyst,Kforce,4.1,Staffing & Outsourcing,Denver, CO,1000,2000,49000,91000,70000,1500.0
2195,IT Data Analyst,Century Communities,3.5,Construction,Greenwood Village, Arapahoe,500,1000,49000,91000,70000,750.0
2196,Lead Geophysical Data Analyst,Weston Solutions,3.6,Oil & Gas Services,Lakewood, CO,500,1000,49000,91000,70000,750.0
2199,"Associate Business Analyst, Data Provisioning",Recondo Technology,3.5,Enterprise Software & Network Solutions,Denver, CO,25,50,49000,91000,70000,37.5
2201,Technical Lead- I Data Analyst,Y-Axis Inc,2.6,Consulting,Denver, CO,1,1,49000,91000,70000,1.0
2203,Data Analyst,ClientSolv Technologies,3.3,IT Services,Broomfield, CO,10,25,49000,91000,70000,17.5
2206,Marketing Data Analyst,Goldstone Partners,5.0,Staffing & Outsourcing,Boulder, CO,1,1,49000,91000,70000,1.0
2207,Data Analyst,xentity corporation,5.0,IT Services,Denver, CO,5,10,49000,91000,70000,7.5
2208,Data Analyst (W2 Contract Position),Infotree Service Inc,3.7,Advertising & Marketing,Englewood, CO,1,5,49000,91000,70000,3.0
2211,Lead HR & Data Governance Analyst,CenturyLink,3.0,"Cable, Internet & Telephone Providers",Broomfield, CO,10000,10000,57000,100000,78500,10000.0
2212,Data Base Programmer/Analyst,22nd Century Technologies,3.7,IT Services,Denver, CO,25,50,57000,100000,78500,37.5
2216,Actuarial Data & Visualization Analyst,DW Simpson,4.2,Staffing & Outsourcing,Denver, CO,10,25,57000,100000,78500,17.5
2217,Technical Data Analyst - X,Source of Future Technology Inc,4.1,Computer Hardware & Software,Denver, CO,5,10,57000,100000,78500,7.5
2218,"Data Analytics, Senior Analyst",Kaiser Permanente,4.0,Health Care Services & Hospitals,Aurora, CO,10000,10000,57000,100000,78500,10000.0
2219,Financial Data Analyst,Black Knight Financial Services,2.9,IT Services,Lakewood, CO,1,1,57000,100000,78500,1.0
2221,Data Analyst Junior,"Staffigo Technical Services, LLC",5.0,IT Services,Denver, CO,50,100,57000,100000,78500,75.0
2222,Data Security Analyst,22nd Century Staffing,4.3,Staffing & Outsourcing,Denver, CO,5,10,57000,100000,78500,7.5
2224,Data Security Analyst,"Mavensoft Technologies, LLC.",4.1,IT Services,Denver, CO,1,1,57000,100000,78500,1.0
2225,Sr Data Analyst,Global Healthcare Exchange,3.7,Enterprise Software & Network Solutions,Louisville, CO,10,25,57000,100000,78500,17.5
2226,Data Analyst - Junior,"Staffigo Technical Services, LLC",5.0,IT Services,Denver, CO,50,100,57000,100000,78500,75.0
2227,Data Base Programmer/Analyst,V.L.S. Systems,3.3,Consulting,Denver, CO,25,50,57000,100000,78500,37.5
2228,Senior Business/Data Analyst,TechUSA,2.7,Staffing & Outsourcing,Englewood, CO,100,500,57000,100000,78500,300.0
2229,Application Data Analyst,Apex Systems,3.8,Staffing & Outsourcing,Greenwood Village, Arapahoe,2000,5000,57000,100000,78500,3500.0
2230,Data Analyst-(Remote- All across US),CenturyLink,3.0,"Cable, Internet & Telephone Providers",Broomfield, CO,10000,10000,57000,100000,78500,10000.0
2231,Sr Data Analyst,GHX,2.8,Wholesale,Louisville, CO,100,500,57000,100000,78500,300.0
2233,Configuration & Data Management Analyst,Lockheed Martin,3.8,Aerospace & Defense,Littleton, CO,10000,10000,57000,100000,78500,10000.0
2235,Data Base Programmer/Analyst,22nd Century Staffing,4.3,Staffing & Outsourcing,Denver, CO,5,10,57000,100000,78500,7.5
2236,Senior Health Data Analyst (SAS),Telligen,3.6,Health Care Services & Hospitals,Greenwood Village, Arapahoe,50,100,57000,100000,78500,75.0
2237,ColdFusion Development Data Analyst -Remote,ClientSolv Technologies,3.3,IT Services,Greenwood Village, Arapahoe,10,25,57000,100000,78500,17.5
2238,Senior Contract Data Analyst,"Amyx, Inc.",4.0,IT Services,Aurora, CO,50,100,78000,104000,91000,75.0
2242,Business Systems Analyst-Data,"The Judge Group, Inc.",3.5,Staffing & Outsourcing,Centennial, CO,100,500,78000,104000,91000,300.0
2243,Data Analyst-(Remote- All across,CenturyLink,3.0,"Cable, Internet & Telephone Providers",Broomfield, CO,10000,10000,78000,104000,91000,10000.0
2245,Data Analyst Supporting the DEA #20-242,Forfeiture Support Associates,2.8,Staffing & Outsourcing,Centennial, CO,50,100,78000,104000,91000,75.0
2247,Marketing/Communications - Data Analyst-Marketing,APN Software Services Inc.,4.1,Computer Hardware & Software,Broomfield, CO,25,50,78000,104000,91000,37.5
2249,Senior Data Analyst (Corporate Audit),Arrow Electronics,2.9,Wholesale,Centennial, CO,10000,10000,78000,104000,91000,10000.0
2251,"Data Analyst 3, Customer Experience",Contingent Network Services,3.1,Enterprise Software & Network Solutions,Centennial, CO,25,50,78000,104000,91000,37.5
2252,Senior Quality Data Analyst,SCL Health,3.4,Health Care Services & Hospitals,Broomfield, CO,2000,5000,78000,104000,91000,3500.0
